LaborID,EmployeeID,JobNum,OperSeq,WorkCenterID,Machine,ClockIn,ClockOut,LaborHrs,SetupHrs,RunHrs,IndirectCode,Shift,Comment
L0003816,EMP0007,J26-00954,30,WC-INSP,,2026-01-14T08:30:31.824939+00:00,,2.67,0.0,0.98,INSPECT,A,Final inspect
L0003817,EMP0015,J26-00955,10,WC-PREP,,2026-01-13T21:42:48.714133+00:00,2026-01-13T23:15:57.744182+00:00,1.15,0.09,0.73,,C,
L0003818,EMP0003,J26-00955,20,WC010,66 DMU NLX 2500,2026-01-13T22:55:39+00:00,2026-01-13T23:04:39+00:00,0.15,0.15,0.0,,B,Tool touch-off
L0003819,EMP0014,J26-00955,20,WC010,66 DMU NLX 2500,2026-01-13T23:04:39+00:00,2026-01-13T23:37:34+00:00,0.59,0.0,0.35,,A,Run production
L0003820,EMP0014,J26-00955,30,WC-INSP,,2026-01-13T23:50:35.388937+00:00,2026-01-14T00:26:46.012146+00:00,1.67,0.0,1.75,,A,Final inspect
L0003821,EMP0006,J26-00956,10,WC-PREP,,2026-01-13T21:26:48.910180+00:00,2026-01-13T22:26:31.074787+00:00,1.13,0.14,1.85,,A,Cut stock
L0003822,EMP0013,J26-00956,20,WC006,23 DOOSAN PUMA 700,2026-01-13T22:45:59+00:00,2026-01-13T23:29:47+00:00,0.73,0.73,0.0,,A,Setup & fixture
L0003823,EMP0009,J26-00956,20,WC006,23 DOOSAN PUMA 700,2026-01-13T23:29:47+00:00,2026-01-14T00:10:48+00:00,0.7,0.0,0.44,,A,Run production
L0003824,EMP0007,J26-00956,30,WC-INSP,,2026-01-14T03:22:58.874590+00:00,2026-01-14T03:43:01.965332+00:00,1.09,0.0,0.76,,A,Final inspect
L0003825,EMP0007,J26-00957,10,WC-PREP,,2026-01-13T16:32:13.380741+00:00,2026-01-13T18:03:15.842962+00:00,1.61,0.12,0.86,,A,Cut stock
L0003826,EMP0006,J26-00957,20,WC008,41 DMU NLX2500,2026-01-13T21:59:15+00:00,2026-01-13T23:37:03+00:00,1.63,1.63,0.0,,A,Program load
L0003827,EMP0006,J26-00957,20,WC008,41 DMU NLX2500,2026-01-13T23:37:03+00:00,2026-01-13T23:48:13+00:00,0.52,0.0,0.19,,A,Adjust offsets
L0003828,EMP0006,J26-00957,30,WC-INSP,,2026-01-14T04:11:14.883993+00:00,,2.54,0.0,1.78,,A,Create CoC
L0003829,EMP0013,J26-00958,10,WC-PREP,,2026-01-13T21:32:05.299319+00:00,2026-01-13T22:40:55.220791+00:00,2.29,0.34,2.11,MOVE,A,
L0003830,EMP0004,J26-00958,20,WC008,41 DMU NLX2500,2026-01-13T22:55:30+00:00,2026-01-14T00:03:18+00:00,1.13,1.13,0.0,,B,Setup & fixture
L0003831,EMP0002,J26-00958,20,WC008,41 DMU NLX2500,2026-01-14T00:03:18+00:00,,0.63,0.0,0.3,,B,Run production
L0003832,EMP0007,J26-00958,30,WC-INSP,,2026-01-14T00:55:01.801041+00:00,,2.11,0.0,0.37,,A,Final inspect
L0003833,EMP0007,J26-00959,10,WC-PREP,,2026-01-13T18:37:23.663821+00:00,2026-01-13T20:04:03.564425+00:00,2.12,0.26,1.31,,A,
L0003834,EMP0011,J26-00959,20,WC010,66 DMU NLX 2500,2026-01-13T23:32:01+00:00,2026-01-14T00:09:13+00:00,0.62,0.62,0.0,,B,Setup & fixture
L0003835,EMP0015,J26-00959,20,WC010,66 DMU NLX 2500,2026-01-14T00:09:13+00:00,2026-01-14T04:00:38+00:00,2.45,0.0,2.09,,C,Run production
L0003836,EMP0003,J26-00959,30,WC-INSP,,2026-01-14T09:38:59.240982+00:00,,1.56,0.0,2.83,INSPECT,B,Final inspect
L0003837,EMP0007,J26-00960,10,WC-PREP,,2026-01-13T22:50:45.111380+00:00,2026-01-14T00:26:27.727440+00:00,1.66,0.21,1.3,,A,
L0003838,EMP0011,J26-00960,20,WC005,22 DMU NLX 2500 old,2026-01-13T23:34:11+00:00,2026-01-14T00:10:11+00:00,0.6,0.6,0.0,,B,Setup & fixture
L0003839,EMP0002,J26-00960,20,WC005,22 DMU NLX 2500 old,2026-01-14T00:10:11+00:00,,3.35,0.0,2.92,,B,Run production
L0003840,EMP0008,J26-00960,30,WC-INSP,,2026-01-14T06:02:42.456152+00:00,,0.61,0.0,2.41,,A,Create CoC
L0003841,EMP0002,J26-00961,10,WC-PREP,,2026-01-13T22:42:57.489790+00:00,2026-01-13T23:59:49.463300+00:00,1.7,0.14,1.78,,B,
L0003842,EMP0009,J26-00961,20,WC006,23 DOOSAN PUMA 700,2026-01-13T23:37:19+00:00,2026-01-14T00:37:19+00:00,1.0,1.0,0.0,,A,Tool touch-off
L0003843,EMP0006,J26-00961,20,WC006,23 DOOSAN PUMA 700,2026-01-14T00:37:19+00:00,2026-01-14T01:05:54+00:00,0.94,0.0,0.38,,A,In-process check
L0003844,EMP0015,J26-00961,30,WC-INSP,,2026-01-14T10:48:19.068838+00:00,2026-01-14T12:07:01.674132+00:00,2.26,0.0,2.52,,C,Final inspect
L0003845,EMP0015,J26-00962,10,WC-PREP,,2026-01-13T17:47:16.337904+00:00,2026-01-13T18:37:37.919188+00:00,0.83,0.14,1.37,,C,
L0003846,EMP0006,J26-00962,20,WC008,41 DMU NLX2500,2026-01-14T00:45:10+00:00,2026-01-14T00:54:10+00:00,0.15,0.15,0.0,,A,Tool touch-off
L0003847,EMP0009,J26-00962,20,WC008,41 DMU NLX2500,2026-01-14T00:54:10+00:00,,0.66,0.0,0.25,,A,Run production
L0003848,EMP0005,J26-00962,30,WC-INSP,,2026-01-14T11:33:26.537135+00:00,,2.5,0.0,1.99,INSPECT,B,Final inspect
L0003849,EMP0013,J26-00963,10,WC-PREP,,2026-01-13T18:20:28.449533+00:00,2026-01-13T19:02:59.551508+00:00,1.57,0.28,0.68,,A,
L0003850,EMP0003,J26-00963,20,WC008,41 DMU NLX2500,2026-01-14T01:15:53+00:00,2026-01-14T01:24:53+00:00,0.15,0.15,0.0,,B,Setup & fixture
L0003851,EMP0006,J26-00963,20,WC008,41 DMU NLX2500,2026-01-14T01:24:53+00:00,2026-01-14T01:55:02+00:00,0.5,0.0,0.37,,A,Run production
L0003852,EMP0002,J26-00963,30,WC-INSP,,2026-01-14T09:33:11.041534+00:00,,2.02,0.0,2.04,,B,Final inspect
L0003853,EMP0009,J26-00964,10,WC-PREP,,2026-01-13T23:04:50.030767+00:00,2026-01-14T00:18:06.861700+00:00,0.72,0.2,1.84,,A,
L0003854,EMP0007,J26-00964,20,WC008,41 DMU NLX2500,2026-01-14T01:01:53+00:00,2026-01-14T02:21:05+00:00,1.32,1.32,0.0,,A,Setup & fixture
L0003855,EMP0003,J26-00964,20,WC008,41 DMU NLX2500,2026-01-14T02:21:05+00:00,,1.15,0.0,0.74,,B,Run production
L0003856,EMP0012,J26-00964,30,WC-INSP,,2026-01-14T09:16:46.779822+00:00,,2.45,0.0,0.46,,A,Final inspect
L0003857,EMP0012,J26-00965,10,WC-PREP,,2026-01-14T00:03:35.725999+00:00,2026-01-14T01:36:09.964591+00:00,1.15,0.2,0.79,,A,
L0003858,EMP0013,J26-00965,20,WC008,41 DMU NLX2500,2026-01-14T03:24:10+00:00,2026-01-14T03:33:46+00:00,0.16,0.16,0.0,,A,Setup & fixture
L0003859,EMP0007,J26-00965,20,WC008,41 DMU NLX2500,2026-01-14T03:33:46+00:00,,0.64,0.0,0.37,,A,Adjust offsets
L0003860,EMP0003,J26-00965,30,WC-INSP,,2026-01-14T10:00:27.821827+00:00,,2.83,0.0,0.95,,B,Final inspect
L0003861,EMP0005,J26-00966,10,WC-PREP,,2026-01-14T03:33:28.046643+00:00,2026-01-14T04:19:12.482520+00:00,2.14,0.08,1.27,,B,
L0003862,EMP0015,J26-00966,20,WC009,65 DMU NLX 2500,2026-01-14T04:52:58+00:00,2026-01-14T05:04:22+00:00,0.19,0.19,0.0,,C,Program load
L0003863,EMP0001,J26-00966,20,WC009,65 DMU NLX 2500,2026-01-14T05:04:22+00:00,,0.79,0.0,0.32,,C,Run production
L0003864,EMP0014,J26-00966,30,WC-INSP,,2026-01-14T07:44:22.937745+00:00,,1.05,0.0,2.84,,A,Pack & label
L0003865,EMP0014,J26-00967,10,WC-PREP,,2026-01-13T22:47:03.571423+00:00,2026-01-14T00:00:43.890574+00:00,1.51,0.36,1.38,,A,
L0003866,EMP0005,J26-00967,20,WC005,22 DMU NLX 2500 old,2026-01-14T03:55:14+00:00,2026-01-14T05:10:50+00:00,1.26,1.26,0.0,,B,Setup & fixture
L0003867,EMP0015,J26-00967,20,WC005,22 DMU NLX 2500 old,2026-01-14T05:10:50+00:00,,2.19,0.0,1.7,,C,Run production
L0003868,EMP0012,J26-00967,30,WC-INSP,,2026-01-14T14:39:43.519074+00:00,,0.75,0.0,1.77,,A,Create CoC
L0003869,EMP0015,J26-00968,10,WC-PREP,,2026-01-14T00:58:07.080999+00:00,2026-01-14T02:34:49.741432+00:00,2.29,0.34,2.11,,C,
L0003870,EMP0013,J26-00968,20,WC008,41 DMU NLX2500,2026-01-14T03:33:56+00:00,2026-01-14T05:11:44+00:00,1.63,1.63,0.0,,A,Setup & fixture
L0003871,EMP0015,J26-00968,20,WC008,41 DMU NLX2500,2026-01-14T05:11:44+00:00,2026-01-14T07:30:45+00:00,2.04,0.0,1.91,,C,Run production
L0003872,EMP0012,J26-00968,30,WC-INSP,,2026-01-14T17:47:13.807969+00:00,,0.91,0.0,0.36,,A,Pack & label
L0003873,EMP0006,J26-00969,10,WC-PREP,,2026-01-14T01:03:19.436339+00:00,2026-01-14T02:57:52.840586+00:00,1.34,0.26,1.39,,A,
L0003874,EMP0004,J26-00969,20,WC006,23 DOOSAN PUMA 700,2026-01-14T04:53:00+00:00,2026-01-14T05:16:24+00:00,0.39,0.39,0.0,,B,Tool touch-off
L0003875,EMP0001,J26-00969,20,WC006,23 DOOSAN PUMA 700,2026-01-14T05:16:24+00:00,2026-01-14T06:15:04+00:00,0.79,0.0,0.3,,C,Run production
L0003876,EMP0008,J26-00969,30,WC-INSP,,2026-01-14T14:30:06.299475+00:00,,2.04,0.0,2.74,,A,Final inspect
L0003877,EMP0010,J26-00970,10,WC-PREP,,2026-01-14T03:19:29.506928+00:00,2026-01-14T05:21:30.171644+00:00,1.56,0.27,1.07,,A,
L0003878,EMP0015,J26-00970,20,WC010,66 DMU NLX 2500,2026-01-14T03:54:46+00:00,2026-01-14T05:19:22+00:00,1.41,1.41,0.0,,C,Program load
L0003879,EMP0015,J26-00970,20,WC010,66 DMU NLX 2500,2026-01-14T05:19:22+00:00,2026-01-14T05:33:31+00:00,0.28,0.0,0.11,,C,Run production
L0003880,EMP0015,J26-00970,30,WC-INSP,,2026-01-14T15:08:47.363102+00:00,,0.35,0.0,0.92,,C,Final inspect
L0003881,EMP0001,J26-00971,10,WC-PREP,,2026-01-14T00:58:01.792259+00:00,2026-01-14T02:12:16.478652+00:00,1.48,0.13,1.14,,C,
L0003882,EMP0006,J26-00971,20,WC003,104 DOOSAN DNM6700,2026-01-14T04:15:51+00:00,2026-01-14T05:20:39+00:00,1.08,1.08,0.0,,A,Setup & fixture
L0003883,EMP0007,J26-00971,20,WC003,104 DOOSAN DNM6700,2026-01-14T05:20:39+00:00,,0.42,0.0,0.33,,A,Run production
L0003884,EMP0006,J26-00971,30,WC-INSP,,2026-01-14T08:34:09.980389+00:00,,0.64,0.0,2.78,INSPECT,A,Pack & label
L0003885,EMP0010,J26-00972,10,WC-PREP,,2026-01-14T02:12:13.794355+00:00,2026-01-14T03:16:01.258979+00:00,2.07,0.24,0.86,,A,
L0003886,EMP0001,J26-00972,20,WC009,65 DMU NLX 2500,2026-01-14T05:04:35+00:00,2026-01-14T05:46:35+00:00,0.7,0.7,0.0,,C,Tool touch-off
L0003887,EMP0006,J26-00972,20,WC009,65 DMU NLX 2500,2026-01-14T05:46:35+00:00,,1.4,0.0,0.97,,A,Run production
L0003888,EMP0009,J26-00972,30,WC-INSP,,2026-01-14T16:42:54.582928+00:00,,2.47,0.0,2.78,,A,Create CoC
L0003889,EMP0007,J26-00973,10,WC-PREP,,2026-01-14T04:23:01.695778+00:00,2026-01-14T05:47:31.232339+00:00,0.69,0.24,1.16,,A,Deburr edges
L0003890,EMP0015,J26-00973,20,WC003,104 DOOSAN DNM6700,2026-01-14T05:20:41+00:00,2026-01-14T05:59:05+00:00,0.64,0.64,0.0,,C,Program load
L0003891,EMP0015,J26-00973,20,WC003,104 DOOSAN DNM6700,2026-01-14T05:59:05+00:00,2026-01-14T07:02:20+00:00,1.25,0.0,0.85,,C,Adjust offsets
L0003892,EMP0007,J26-00973,30,WC-INSP,,2026-01-14T14:51:09.618125+00:00,,2.16,0.0,2.42,,A,Pack & label
L0003893,EMP0013,J26-00974,10,WC-PREP,,2026-01-14T01:39:46.149379+00:00,2026-01-14T02:20:30.368128+00:00,2.34,0.07,1.22,,A,Cut stock
L0003894,EMP0010,J26-00974,20,WC001,102 HAAS VF4,2026-01-14T04:47:25+00:00,2026-01-14T06:03:01+00:00,1.26,1.26,0.0,,A,Tool touch-off
L0003895,EMP0012,J26-00974,20,WC001,102 HAAS VF4,2026-01-14T06:03:01+00:00,2026-01-14T07:08:33+00:00,0.97,0.0,0.9,,A,In-process check
L0003896,EMP0006,J26-00974,30,WC-INSP,,2026-01-14T09:04:45.660580+00:00,,2.68,0.0,0.34,,A,Final inspect
L0003897,EMP0005,J26-00975,10,WC-PREP,,2026-01-14T01:26:25.810840+00:00,2026-01-14T03:39:49.253585+00:00,0.92,0.05,1.53,,B,
L0003898,EMP0001,J26-00975,20,WC006,23 DOOSAN PUMA 700,2026-01-14T05:13:59+00:00,2026-01-14T06:43:59+00:00,1.5,1.5,0.0,,C,Setup & fixture
L0003899,EMP0012,J26-00975,20,WC006,23 DOOSAN PUMA 700,2026-01-14T06:43:59+00:00,2026-01-14T07:12:08+00:00,0.37,0.0,0.28,,A,In-process check
L0003900,EMP0007,J26-00975,30,WC-INSP,,2026-01-14T15:40:51.717878+00:00,2026-01-14T15:58:07.196951+00:00,2.14,0.0,0.43,INSPECT,A,Create CoC
L0003901,EMP0004,J26-00976,10,WC-PREP,,2026-01-14T02:42:14.599454+00:00,2026-01-14T04:42:18.159548+00:00,1.77,0.13,2.15,MATERIAL,B,
L0003902,EMP0010,J26-00976,20,WC002,103 HAAS VF4,2026-01-14T06:22:56+00:00,2026-01-14T06:50:32+00:00,0.46,0.46,0.0,,A,Tool touch-off
L0003903,EMP0015,J26-00976,20,WC002,103 HAAS VF4,2026-01-14T06:50:32+00:00,,2.82,0.0,2.66,,C,Run production
L0003904,EMP0008,J26-00976,30,WC-INSP,,2026-01-14T18:55:14.262599+00:00,,1.82,0.0,1.17,INSPECT,A,Final inspect
L0003905,EMP0015,J26-00977,10,WC-PREP,,2026-01-14T01:27:09.469563+00:00,2026-01-14T03:47:30.801436+00:00,2.32,0.24,1.95,MATERIAL,C,Cut stock
L0003906,EMP0009,J26-00977,20,WC003,104 DOOSAN DNM6700,2026-01-14T06:16:12+00:00,2026-01-14T07:15:36+00:00,0.99,0.99,0.0,,A,Setup & fixture
L0003907,EMP0012,J26-00977,20,WC003,104 DOOSAN DNM6700,2026-01-14T07:15:36+00:00,2026-01-14T08:44:54+00:00,1.31,0.0,1.18,,A,Adjust offsets
L0003908,EMP0008,J26-00977,30,WC-INSP,,2026-01-14T13:33:50.132595+00:00,2026-01-14T14:56:35.596039+00:00,1.02,0.0,0.97,,A,Pack & label
L0003909,EMP0015,J26-00978,10,WC-PREP,,2026-01-14T04:28:04.702343+00:00,2026-01-14T05:39:08.856215+00:00,2.32,0.15,0.75,,C,Cut stock
L0003910,EMP0014,J26-00978,20,WC001,102 HAAS VF4,2026-01-14T06:31:27+00:00,2026-01-14T07:26:03+00:00,0.91,0.91,0.0,,A,Setup & fixture
L0003911,EMP0005,J26-00978,20,WC001,102 HAAS VF4,2026-01-14T07:26:03+00:00,,1.1,0.0,0.6,,B,Run production
L0003912,EMP0009,J26-00978,30,WC-INSP,,2026-01-14T14:14:16.575499+00:00,,1.83,0.0,0.72,,A,Final inspect
L0003913,EMP0004,J26-00979,10,WC-PREP,,2026-01-14T00:45:18.299972+00:00,2026-01-14T01:23:59.557421+00:00,2.25,0.35,0.71,,B,Cut stock
L0003914,EMP0010,J26-00979,20,WC005,22 DMU NLX 2500 old,2026-01-14T06:45:41+00:00,2026-01-14T07:28:53+00:00,0.72,0.72,0.0,,A,Setup & fixture
L0003915,EMP0003,J26-00979,20,WC005,22 DMU NLX 2500 old,2026-01-14T07:28:53+00:00,,2.29,0.0,1.7,,B,In-process check
L0003916,EMP0015,J26-00979,30,WC-INSP,,2026-01-14T13:54:44.308038+00:00,,2.16,0.0,0.79,,C,Pack & label
L0003917,EMP0008,J26-00980,10,WC-PREP,,2026-01-14T02:11:53.350091+00:00,2026-01-14T04:49:23.951860+00:00,2.18,0.21,1.16,,A,Cut stock
L0003918,EMP0011,J26-00980,20,WC006,23 DOOSAN PUMA 700,2026-01-14T06:41:11+00:00,2026-01-14T07:59:11+00:00,1.3,1.3,0.0,,B,Tool touch-off
L0003919,EMP0003,J26-00980,20,WC006,23 DOOSAN PUMA 700,2026-01-14T07:59:11+00:00,,0.79,0.0,0.3,,B,In-process check
L0003920,EMP0014,J26-00980,30,WC-INSP,,2026-01-14T12:18:37.356216+00:00,,0.41,0.0,1.15,,A,Final inspect
L0003921,EMP0014,J26-00981,10,WC-PREP,,2026-01-14T04:46:59.141519+00:00,2026-01-14T06:57:21.141942+00:00,1.25,0.04,1.41,,A,Cut stock
L0003922,EMP0010,J26-00981,20,WC008,41 DMU NLX2500,2026-01-14T07:20:24+00:00,2026-01-14T08:04:48+00:00,0.74,0.74,0.0,,A,Tool touch-off
L0003923,EMP0015,J26-00981,20,WC008,41 DMU NLX2500,2026-01-14T08:04:48+00:00,2026-01-14T10:01:55+00:00,2.15,0.0,1.67,,C,Run production
L0003924,EMP0002,J26-00981,30,WC-INSP,,2026-01-14T21:47:41.867913+00:00,2026-01-14T22:39:59.137649+00:00,1.46,0.0,0.62,,B,Pack & label
L0003925,EMP0006,J26-00982,10,WC-PREP,,2026-01-14T04:27:16.031551+00:00,2026-01-14T05:16:47.742521+00:00,2.38,0.22,1.85,,A,
L0003926,EMP0001,J26-00982,20,WC001,102 HAAS VF4,2026-01-14T07:17:14+00:00,2026-01-14T08:43:02+00:00,1.43,1.43,0.0,,C,Tool touch-off
L0003927,EMP0009,J26-00982,20,WC001,102 HAAS VF4,2026-01-14T08:43:02+00:00,2026-01-14T09:01:04+00:00,0.36,0.0,0.3,,A,Adjust offsets
L0003928,EMP0007,J26-00982,30,WC-INSP,,2026-01-14T12:49:09.928776+00:00,,0.51,0.0,2.77,,A,Pack & label
L0003929,EMP0007,J26-00983,10,WC-PREP,,2026-01-14T04:20:03.021274+00:00,2026-01-14T04:50:53.977439+00:00,0.74,0.08,0.84,,A,
L0003930,EMP0003,J26-00983,20,WC006,23 DOOSAN PUMA 700,2026-01-14T07:58:17+00:00,2026-01-14T08:44:29+00:00,0.77,0.77,0.0,,B,Setup & fixture
L0003931,EMP0005,J26-00983,20,WC006,23 DOOSAN PUMA 700,2026-01-14T08:44:29+00:00,2026-01-14T09:52:35+00:00,1.18,0.0,0.6,,B,Run production
L0003932,EMP0014,J26-00983,30,WC-INSP,,2026-01-14T21:12:12.986329+00:00,,0.92,0.0,1.9,,A,Final inspect
L0003933,EMP0001,J26-00984,10,WC-PREP,,2026-01-14T03:12:53.569774+00:00,2026-01-14T04:43:28.990481+00:00,1.84,0.32,2.09,,C,
L0003934,EMP0013,J26-00984,20,WC007,24 DOOSAN PUMA 3100L,2026-01-14T08:03:24+00:00,2026-01-14T08:53:12+00:00,0.83,0.83,0.0,,A,Setup & fixture
L0003935,EMP0001,J26-00984,20,WC007,24 DOOSAN PUMA 3100L,2026-01-14T08:53:12+00:00,,1.09,0.0,1.03,,C,In-process check
L0003936,EMP0008,J26-00984,30,WC-INSP,,2026-01-14T20:00:55.684196+00:00,,2.07,0.0,2.18,,A,Pack & label
L0003937,EMP0014,J26-00985,10,WC-PREP,,2026-01-14T03:24:18.718530+00:00,2026-01-14T03:44:34.341764+00:00,1.64,0.31,0.68,,A,
L0003938,EMP0002,J26-00985,20,WC010,66 DMU NLX 2500,2026-01-14T08:24:08+00:00,2026-01-14T08:56:32+00:00,0.54,0.54,0.0,,B,Tool touch-off
L0003939,EMP0015,J26-00985,20,WC010,66 DMU NLX 2500,2026-01-14T08:56:32+00:00,2026-01-14T09:25:24+00:00,0.55,0.0,0.36,,C,In-process check
L0003940,EMP0007,J26-00985,30,WC-INSP,,2026-01-14T19:10:14.895381+00:00,2026-01-14T20:36:02.678455+00:00,2.11,0.0,1.76,INSPECT,A,Create CoC
L0003941,EMP0001,J26-00986,10,WC-PREP,,2026-01-14T04:29:20.258284+00:00,2026-01-14T05:14:01.014800+00:00,0.77,0.11,0.75,MATERIAL,C,
L0003942,EMP0003,J26-00986,20,WC003,104 DOOSAN DNM6700,2026-01-14T08:19:37+00:00,2026-01-14T09:02:49+00:00,0.72,0.72,0.0,,B,Program load
L0003943,EMP0014,J26-00986,20,WC003,104 DOOSAN DNM6700,2026-01-14T09:02:49+00:00,2026-01-14T10:22:48+00:00,1.68,0.0,1.18,,A,Run production
L0003944,EMP0008,J26-00986,30,WC-INSP,,2026-01-14T18:08:37.760613+00:00,2026-01-14T19:08:09.747348+00:00,0.37,0.0,0.43,,A,Pack & label
L0003945,EMP0011,J26-00987,10,WC-PREP,,2026-01-14T06:19:56.897035+00:00,2026-01-14T06:56:08.031323+00:00,1.15,0.19,1.69,,B,
L0003946,EMP0006,J26-00987,20,WC001,102 HAAS VF4,2026-01-14T09:11:53+00:00,2026-01-14T09:20:53+00:00,0.15,0.15,0.0,,A,Tool touch-off
L0003947,EMP0006,J26-00987,20,WC001,102 HAAS VF4,2026-01-14T09:20:53+00:00,2026-01-14T10:01:41+00:00,1.02,0.0,0.6,,A,Run production
L0003948,EMP0003,J26-00987,30,WC-INSP,,2026-01-14T12:05:59.633267+00:00,2026-01-14T12:23:27.480183+00:00,1.38,0.0,0.62,,B,Pack & label
L0003949,EMP0011,J26-00988,10,WC-PREP,,2026-01-14T01:46:10.216393+00:00,2026-01-14T04:02:03.887068+00:00,2.23,0.06,1.8,,B,Prep lot
L0003950,EMP0006,J26-00988,20,WC009,65 DMU NLX 2500,2026-01-14T08:38:31+00:00,2026-01-14T09:21:07+00:00,0.71,0.71,0.0,,A,Tool touch-off
L0003951,EMP0015,J26-00988,20,WC009,65 DMU NLX 2500,2026-01-14T09:21:07+00:00,2026-01-14T09:45:31+00:00,0.73,0.0,0.32,,C,In-process check
L0003952,EMP0008,J26-00988,30,WC-INSP,,2026-01-14T19:05:21.675212+00:00,,1.25,0.0,0.86,INSPECT,A,Pack & label
L0003953,EMP0001,J26-00989,10,WC-PREP,,2026-01-14T05:20:39.405454+00:00,2026-01-14T05:57:14.506176+00:00,2.38,0.1,0.82,,C,Prep lot
L0003954,EMP0007,J26-00989,20,WC010,66 DMU NLX 2500,2026-01-14T08:56:53+00:00,2026-01-14T10:17:53+00:00,1.35,1.35,0.0,,A,Program load
L0003955,EMP0009,J26-00989,20,WC010,66 DMU NLX 2500,2026-01-14T10:17:53+00:00,2026-01-14T10:24:09+00:00,0.29,0.0,0.1,,A,Run production
L0003956,EMP0012,J26-00989,30,WC-INSP,,2026-01-14T18:28:28.528719+00:00,2026-01-14T19:55:57.496729+00:00,1.89,0.0,1.09,,A,Final inspect
L0003957,EMP0015,J26-00990,10,WC-PREP,,2026-01-14T03:22:31.253535+00:00,2026-01-14T05:05:26.275969+00:00,1.49,0.28,1.15,MATERIAL,C,Deburr edges
L0003958,EMP0002,J26-00990,20,WC008,41 DMU NLX2500,2026-01-14T09:17:11+00:00,2026-01-14T10:28:35+00:00,1.19,1.19,0.0,,B,Tool touch-off
L0003959,EMP0006,J26-00990,20,WC008,41 DMU NLX2500,2026-01-14T10:28:35+00:00,2026-01-14T13:15:40+00:00,2.57,0.0,2.23,,A,Adjust offsets
L0003960,EMP0015,J26-00990,30,WC-INSP,,2026-01-14T15:19:30.194963+00:00,2026-01-14T16:18:20.989096+00:00,2.2,0.0,2.04,INSPECT,C,Pack & label
L0003961,EMP0010,J26-00991,10,WC-PREP,,2026-01-14T04:05:43.308613+00:00,2026-01-14T05:53:40.504759+00:00,1.0,0.16,1.38,,A,
L0003962,EMP0006,J26-00991,20,WC009,65 DMU NLX 2500,2026-01-14T09:56:25+00:00,2026-01-14T10:31:49+00:00,0.59,0.59,0.0,,A,Program load
L0003963,EMP0001,J26-00991,20,WC009,65 DMU NLX 2500,2026-01-14T10:31:49+00:00,2026-01-14T11:55:44+00:00,1.24,0.0,0.77,,C,Run production
L0003964,EMP0006,J26-00991,30,WC-INSP,,2026-01-14T23:17:20.758796+00:00,2026-01-15T01:08:43.241897+00:00,0.91,0.0,1.85,,A,Final inspect
L0003965,EMP0013,J26-00992,10,WC-PREP,,2026-01-14T08:28:44.628687+00:00,2026-01-14T09:59:22.216208+00:00,2.07,0.27,0.84,,A,
L0003966,EMP0005,J26-00992,20,WC002,103 HAAS VF4,2026-01-14T09:51:45+00:00,2026-01-14T10:33:45+00:00,0.7,0.7,0.0,,B,Setup & fixture
L0003967,EMP0001,J26-00992,20,WC002,103 HAAS VF4,2026-01-14T10:33:45+00:00,2026-01-14T10:47:02+00:00,0.41,0.0,0.22,,C,In-process check
L0003968,EMP0008,J26-00992,30,WC-INSP,,2026-01-14T21:09:22.924150+00:00,,1.23,0.0,1.25,,A,Pack & label
L0003969,EMP0010,J26-00993,10,WC-PREP,,2026-01-14T04:53:29.416755+00:00,2026-01-14T05:34:02.480870+00:00,2.28,0.25,1.97,,A,
L0003970,EMP0009,J26-00993,20,WC007,24 DOOSAN PUMA 3100L,2026-01-14T09:33:48+00:00,2026-01-14T10:34:24+00:00,1.01,1.01,0.0,,A,Program load
L0003971,EMP0015,J26-00993,20,WC007,24 DOOSAN PUMA 3100L,2026-01-14T10:34:24+00:00,,1.73,0.0,1.28,,C,In-process check
L0003972,EMP0009,J26-00993,30,WC-INSP,,2026-01-14T17:58:31.511633+00:00,,0.73,0.0,0.83,,A,Pack & label
L0003973,EMP0007,J26-00994,10,WC-PREP,,2026-01-14T09:07:57.053305+00:00,2026-01-14T10:39:02.213195+00:00,1.95,0.32,0.77,,A,Prep lot
L0003974,EMP0007,J26-00994,20,WC006,23 DOOSAN PUMA 700,2026-01-14T10:13:53+00:00,2026-01-14T10:35:29+00:00,0.36,0.36,0.0,,A,Setup & fixture
L0003975,EMP0015,J26-00994,20,WC006,23 DOOSAN PUMA 700,2026-01-14T10:35:29+00:00,2026-01-14T11:03:32+00:00,0.73,0.0,0.3,,C,In-process check
L0003976,EMP0008,J26-00994,30,WC-INSP,,2026-01-14T17:13:54.107709+00:00,2026-01-14T18:26:27.103435+00:00,0.47,0.0,2.32,,A,Final inspect
L0003977,EMP0008,J26-00995,10,WC-PREP,,2026-01-14T09:43:40.214267+00:00,2026-01-14T09:54:19.196595+00:00,1.68,0.1,1.56,,A,Deburr edges
L0003978,EMP0002,J26-00995,20,WC005,22 DMU NLX 2500 old,2026-01-14T10:04:51+00:00,2026-01-14T10:38:27+00:00,0.56,0.56,0.0,,B,Setup & fixture
L0003979,EMP0015,J26-00995,20,WC005,22 DMU NLX 2500 old,2026-01-14T10:38:27+00:00,,3.13,0.0,2.55,,C,In-process check
L0003980,EMP0015,J26-00995,30,WC-INSP,,2026-01-14T15:05:20.396867+00:00,,2.93,0.0,2.8,,C,Final inspect
